Year,AdjEM_Team1,AdjEM_Team2,Team1_win
2002,-1.0782999999999987,-6.583500000000001,1
2002,-6.583500000000001,-1.0782999999999987,0
2003,-12.587500000000004,-9.958399999999996,1
2003,-9.958399999999996,-12.587500000000004,0
2004,-9.998899999999992,-4.584299999999999,1
2004,-4.584299999999999,-9.998899999999992,0
2005,-10.177000000000008,-1.3485000000000014,0
2005,-1.3485000000000014,-10.177000000000008,1
2006,-1.5242999999999969,-8.736899999999991,1
2006,-8.736899999999991,-1.5242999999999969,0
2007,-2.290300000000002,-8.20870000000001,1
2007,-8.20870000000001,-2.290300000000002,0
2008,0.4483000000000033,-10.970700000000008,1
2008,-10.970700000000008,0.4483000000000033,0
2009,-1.7103000000000037,0.2999999999999972,0
2009,0.2999999999999972,-1.7103000000000037,1
2010,-6.4902000000000015,-2.4102999999999923,1
2010,-2.4102999999999923,-6.4902000000000015,0
2011,-4.207800000000007,-10.87700000000001,1
2011,-10.87700000000001,-4.207800000000007,0
2011,11.586600000000004,16.080799999999996,0
2011,16.080799999999996,11.586600000000004,1
2011,12.213300000000006,8.073599999999999,0
2011,8.073599999999999,12.213300000000006,1
2011,2.302899999999994,-4.190700000000007,1
2011,-4.190700000000007,2.302899999999994,0
2012,-6.2192000000000025,-2.5981000000000023,0
2012,-2.5981000000000023,-6.2192000000000025,1
2012,9.862800000000009,11.0758,1
2012,11.0758,9.862800000000009,0
2012,6.764799999999994,3.9773,0
2012,3.9773,6.764799999999994,1
2012,14.065399999999995,10.063100000000006,0
2012,10.063100000000006,14.065399999999995,1
2013,-4.109000000000009,-7.966799999999991,1
2013,-7.966799999999991,-4.109000000000009,0
2013,13.279699999999993,16.647199999999998,0
2013,16.647199999999998,13.279699999999993,1
2013,14.09060000000001,11.439899999999994,0
2013,11.439899999999994,14.09060000000001,1
2013,-0.8967999999999989,-1.2738999999999976,0
2013,-1.2738999999999976,-0.8967999999999989,1
2014,-1.499600000000001,-2.3303999999999974,1
2014,-2.3303999999999974,-1.499600000000001,0
2014,-1.0940999999999974,-5.982900000000001,1
2014,-5.982900000000001,-1.0940999999999974,0
2014,10.1652,13.217299999999994,1
2014,13.217299999999994,10.1652,0
2014,17.607700000000012,19.456500000000005,0
2014,19.456500000000005,17.607700000000012,1
2015,-6.774099999999992,1.4351999999999947,1
2015,1.4351999999999947,-6.774099999999992,0
2015,12.801199999999994,15.644000000000005,1
2015,15.644000000000005,12.801199999999994,0
2015,12.9148,12.466899999999995,0
2015,12.466899999999995,12.9148,1
2015,2.852499999999992,-1.3072000000000088,0
2015,-1.3072000000000088,2.852499999999992,1
2016,-8.154300000000006,-5.644899999999992,1
2016,-5.644899999999992,-8.154300000000006,0
2016,15.5775,20.248800000000006,0
2016,20.248800000000006,15.5775,1
2016,-0.2475999999999913,-9.3283,1
2016,-9.3283,-0.2475999999999913,0
2016,12.039899999999989,10.453600000000009,1
2016,10.453600000000009,12.039899999999989,0
2017,-4.226700000000008,-0.5100000000000051,1
2017,-0.5100000000000051,-4.226700000000008,0
2017,12.917900000000005,12.286999999999995,0
2017,12.286999999999995,12.917900000000005,1
2017,1.0270000000000152,-4.773900000000012,0
2017,-4.773900000000012,1.0270000000000152,1
2017,17.556300000000007,17.282999999999987,1
2017,17.282999999999987,17.556300000000007,0
2002,24.7127,-1.0782999999999987,1
2002,-1.0782999999999987,24.7127,0
2002,12.051000000000002,7.631500000000003,1
2002,7.631500000000003,12.051000000000002,0
2002,20.0266,13.609300000000005,0
2002,13.609300000000005,20.0266,1
2002,18.711299999999994,12.485700000000007,1
2002,12.485700000000007,18.711299999999994,0
2002,15.435299999999998,10.795399999999988,0
2002,10.795399999999988,15.435299999999998,1
2002,17.642700000000005,-0.08480000000000132,1
2002,-0.08480000000000132,17.642700000000005,0
2002,16.3339,15.359399999999996,1
2002,15.359399999999996,16.3339,0
2002,16.595799999999997,3.9239000000000033,1
2002,3.9239000000000033,16.595799999999997,0
2002,24.500699999999995,0.04959999999999809,1
2002,0.04959999999999809,24.500699999999995,0
2002,17.6456,13.121100000000013,1
2002,13.121100000000013,17.6456,0
2002,22.4781,10.555599999999998,0
2002,10.555599999999998,22.4781,1
2002,19.117099999999994,8.951300000000002,1
2002,8.951300000000002,19.117099999999994,0
2002,14.181200000000004,9.3245,1
2002,9.3245,14.181200000000004,0
2002,17.756199999999993,6.983400000000002,1
2002,6.983400000000002,17.756199999999993,0
2002,15.411299999999995,11.7945,1
2002,11.7945,15.411299999999995,0
2002,20.783900000000006,-4.317299999999989,1
2002,-4.317299999999989,20.783900000000006,0
2002,30.84950000000001,-4.612199999999987,1
2002,-4.612199999999987,30.84950000000001,0
2002,16.5351,14.488699999999994,1
2002,14.488699999999994,16.5351,0
2002,19.691200000000013,12.977199999999995,1
2002,12.977199999999995,19.691200000000013,0
2002,19.54270000000001,10.671500000000009,0
2002,10.671500000000009,19.54270000000001,1
2002,15.330100000000002,11.77069999999999,1
2002,11.77069999999999,15.330100000000002,0
2002,18.6023,2.0407999999999897,1
2002,2.0407999999999897,18.6023,0
2002,12.32820000000001,17.467600000000004,0
2002,17.467600000000004,12.32820000000001,1
2002,17.618400000000012,-3.059399999999997,1
2002,-3.059399999999997,17.618400000000012,0
2002,27.7485,-1.537700000000001,1
2002,-1.537700000000001,27.7485,0
2002,13.936000000000007,17.46350000000001,1
2002,17.46350000000001,13.936000000000007,0
2002,14.769299999999989,13.232200000000004,0
2002,13.232200000000004,14.769299999999989,1
2002,18.81899999999999,4.017000000000009,1
2002,4.017000000000009,18.81899999999999,0
2002,18.836200000000005,9.376900000000006,0
2002,9.376900000000006,18.836200000000005,1
2002,20.4615,7.783000000000001,1
2002,7.783000000000001,20.4615,0
2002,17.108900000000006,13.830399999999996,1
2002,13.830399999999996,17.108900000000006,0
2002,21.861400000000003,2.988299999999996,1
2002,2.988299999999996,21.861400000000003,0
2003,20.710700000000006,-7.651200000000002,1
2003,-7.651200000000002,20.710700000000006,0
2003,12.827200000000005,11.930300000000004,1
2003,11.930300000000004,12.827200000000005,0
2003,19.6563,13.183999999999996,0
2003,13.183999999999996,19.6563,1
2003,20.194100000000006,3.236400000000004,1
2003,3.236400000000004,20.194100000000006,0
2003,14.403899999999993,13.69680000000001,1
2003,13.69680000000001,14.403899999999993,0
2003,18.03670000000001,10.132200000000012,1
2003,10.132200000000012,18.03670000000001,0
2003,19.117500000000007,10.671000000000006,0
2003,10.671000000000006,19.117500000000007,1
2003,19.0175,0.6145000000000067,1
2003,0.6145000000000067,19.0175,0
2003,22.30539999999999,-12.587500000000004,1
2003,-12.587500000000004,22.30539999999999,0
2003,17.840400000000006,12.247100000000005,0
2003,12.247100000000005,17.840400000000006,1
